available_bike_stands,available_bikes,bike_stands,name,address,number,date,lat,lon,last_updated
0,20,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-17T22:08:58,46.558498,15.64146,1710712945000.0
1,21,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-17T22:08:58,46.562695,15.62935,1710712972000.0
1,19,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-17T22:08:58,46.559319,15.63498,1710713130000.0
19,1,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-17T22:08:58,46.560761,15.64053,1710712915000.0
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-17T22:08:58,46.550683,15.639333,1710712856000.0
3,17,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-17T22:08:58,46.558924,15.644443,1710712916000.0
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-17T22:08:58,46.549005,15.635014,1710712847000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-17T22:08:58,46.552652,15.646023,1710712890000.0
15,5,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-17T22:08:58,46.551963,15.651564,1710712972000.0
15,5,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-17T22:08:58,46.542655,15.634329,1710713140000.0
14,5,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-17T22:08:58,46.553109,15.624098,1710712918000.0
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-17T22:08:58,46.556731,15.64212,1710713236000.0
15,5,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-17T22:08:58,46.56196,15.650235,1710712912000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-17T22:08:58,46.560227,15.650781,1710713202000.0
13,9,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-17T22:08:58,46.561422,15.637118,1710713192000.0
13,3,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-17T22:08:58,46.56294,15.644185,1710713246000.0
18,2,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-17T22:08:58,46.558534,15.654739,1710712902000.0
17,3,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-17T22:08:58,46.548853,15.645591,1710712906000.0
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-17T22:08:58,46.543986,15.629317,1710713251000.0
4,16,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-17T22:08:58,46.545947,15.644015,1710712978000.0
3,17,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-17T22:08:58,46.554741,15.659814,1710713090000.0
9,11,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-17T22:08:58,46.565603,15.623133,1710712919000.0
18,2,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-17T22:08:58,46.56056,15.652935,1710713136000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-17T23:11:14,46.54199,15.63831,1710716813000.0
8,12,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-17T23:11:14,46.557328,15.646833,1710716582000.0
4,16,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-17T23:11:14,46.558519,15.649072,1710716472000.0
20,0,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-17T23:11:14,46.561555,15.65692,1710716542000.0
9,12,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-17T23:11:14,46.554703,15.652826,1710716452000.0
1,19,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-17T23:11:14,46.558498,15.64146,1710716578000.0
0,22,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-17T23:11:14,46.562695,15.62935,1710716606000.0
0,20,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-17T23:11:14,46.559319,15.63498,1710716518000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-17T23:11:14,46.560761,15.64053,1710716548000.0
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-17T23:11:14,46.550683,15.639333,1710716486000.0
3,17,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-17T23:11:14,46.558924,15.644443,1710716788000.0
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-17T23:11:14,46.549005,15.635014,1710716477000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-17T23:11:14,46.552652,15.646023,1710716522000.0
15,5,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-17T23:11:14,46.551963,15.651564,1710716603000.0
15,5,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-17T23:11:14,46.542655,15.634329,1710716770000.0
17,2,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-17T23:11:14,46.553109,15.624098,1710716555000.0
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-17T23:11:14,46.556731,15.64212,1710716870000.0
15,5,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-17T23:11:14,46.56196,15.650235,1710716544000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-17T23:11:14,46.560227,15.650781,1710716834000.0
11,11,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-17T23:11:14,46.561422,15.637118,1710716505000.0
11,5,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-17T23:11:14,46.56294,15.644185,1710716500000.0
19,1,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-17T23:11:14,46.558534,15.654739,1710716534000.0
18,2,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-17T23:11:14,46.548853,15.645591,1710716540000.0
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-17T23:11:14,46.543986,15.629317,1710716571000.0
5,15,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-17T23:11:14,46.545947,15.644015,1710716611000.0
3,17,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-17T23:11:14,46.554741,15.659814,1710716722000.0
5,15,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-17T23:11:14,46.565603,15.623133,1710716557000.0
20,0,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-17T23:11:14,46.56056,15.652935,1710716492000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-18T00:43:26,46.54199,15.63831,1710722260000.0
10,10,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-18T00:43:26,46.557328,15.646833,1710722273000.0
4,16,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-18T00:43:26,46.558519,15.649072,1710722523000.0
20,0,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-18T00:43:26,46.561555,15.65692,1710721989000.0
9,12,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-18T00:43:26,46.554703,15.652826,1710722503000.0
0,20,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-18T00:43:26,46.558498,15.64146,1710722025000.0
1,21,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-18T00:43:26,46.562695,15.62935,1710722055000.0
0,20,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-18T00:43:26,46.559319,15.63498,1710721964000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-18T00:43:26,46.560761,15.64053,1710721995000.0
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-18T00:43:26,46.550683,15.639333,1710722536000.0
3,17,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-18T00:43:26,46.558924,15.644443,1710722004000.0
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-18T00:43:26,46.549005,15.635014,1710722527000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-18T00:43:26,46.552652,15.646023,1710721970000.0
15,5,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-18T00:43:26,46.551963,15.651564,1710722050000.0
15,5,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-18T00:43:26,46.542655,15.634329,1710722215000.0
16,3,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-18T00:43:26,46.553109,15.624098,1710722002000.0
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-18T00:43:26,46.556731,15.64212,1710722318000.0
15,5,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-18T00:43:26,46.56196,15.650235,1710721991000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-18T00:43:26,46.560227,15.650781,1710722282000.0
10,12,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-18T00:43:26,46.561422,15.637118,1710722556000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-18T00:43:26,46.56294,15.644185,1710722552000.0
19,1,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-18T00:43:26,46.558534,15.654739,1710721982000.0
18,2,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-18T00:43:26,46.548853,15.645591,1710721988000.0
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-18T00:43:26,46.543986,15.629317,1710722400000.0
6,14,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-18T00:43:26,46.545947,15.644015,1710722057000.0
3,17,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-18T00:43:26,46.554741,15.659814,1710722171000.0
4,16,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-18T00:43:26,46.565603,15.623133,1710722005000.0
20,0,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-18T00:43:26,46.56056,15.652935,1710722542000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-18T01:42:56,46.54199,15.63831,1710725891000.0
11,9,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-18T01:42:56,46.557328,15.646833,1710726058000.0
4,16,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-18T01:42:56,46.558519,15.649072,1710726152000.0
20,0,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-18T01:42:56,46.561555,15.65692,1710725620000.0
9,12,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-18T01:42:56,46.554703,15.652826,1710726133000.0
0,20,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-18T01:42:56,46.558498,15.64146,1710725657000.0
1,21,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-18T01:42:56,46.562695,15.62935,1710725687000.0
0,20,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-18T01:42:56,46.559319,15.63498,1710725594000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-18T01:42:56,46.560761,15.64053,1710725626000.0
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-18T01:42:56,46.550683,15.639333,1710726165000.0
3,17,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-18T01:42:56,46.558924,15.644443,1710725636000.0
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-18T01:42:56,46.549005,15.635014,1710726156000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-18T01:42:56,46.552652,15.646023,1710725602000.0
15,5,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-18T01:42:56,46.551963,15.651564,1710725681000.0
15,5,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-18T01:42:56,46.542655,15.634329,1710725845000.0
16,3,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-18T01:42:56,46.553109,15.624098,1710725633000.0
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-18T01:42:56,46.556731,15.64212,1710725951000.0
15,5,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-18T01:42:56,46.56196,15.650235,1710725622000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-18T01:42:56,46.560227,15.650781,1710725913000.0
10,12,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-18T01:42:56,46.561422,15.637118,1710725580000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-18T01:42:56,46.56294,15.644185,1710725576000.0
19,1,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-18T01:42:56,46.558534,15.654739,1710725613000.0
18,2,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-18T01:42:56,46.548853,15.645591,1710725619000.0
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-18T01:42:56,46.543986,15.629317,1710725630000.0
6,14,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-18T01:42:56,46.545947,15.644015,1710725687000.0
3,17,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-18T01:42:56,46.554741,15.659814,1710725803000.0
2,18,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-18T01:42:56,46.565603,15.623133,1710725638000.0
20,0,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-18T01:42:56,46.56056,15.652935,1710725566000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-18T02:16:37,46.54199,15.63831,1710727707000.0
11,9,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-18T02:16:37,46.557328,15.646833,1710728086000.0
4,16,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-18T02:16:37,46.558519,15.649072,1710727967000.0
20,0,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-18T02:16:37,46.561555,15.65692,1710728042000.0
9,12,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-18T02:16:37,46.554703,15.652826,1710727948000.0
0,20,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-18T02:16:37,46.558498,15.64146,1710728079000.0
1,21,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-18T02:16:37,46.562695,15.62935,1710728108000.0
0,20,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-18T02:16:37,46.559319,15.63498,1710728014000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-18T02:16:37,46.560761,15.64053,1710728046000.0
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-18T02:16:37,46.550683,15.639333,1710727980000.0
3,17,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-18T02:16:37,46.558924,15.644443,1710728057000.0
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-18T02:16:37,46.549005,15.635014,1710727971000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-18T02:16:37,46.552652,15.646023,1710728023000.0
15,5,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-18T02:16:37,46.551963,15.651564,1710728102000.0
15,5,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-18T02:16:37,46.542655,15.634329,1710727660000.0
16,3,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-18T02:16:37,46.553109,15.624098,1710728055000.0
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-18T02:16:37,46.556731,15.64212,1710727767000.0
15,5,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-18T02:16:37,46.56196,15.650235,1710728042000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-18T02:16:37,46.560227,15.650781,1710727729000.0
10,12,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-18T02:16:37,46.561422,15.637118,1710728000000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-18T02:16:37,46.56294,15.644185,1710727995000.0
19,1,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-18T02:16:37,46.558534,15.654739,1710728035000.0
18,2,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-18T02:16:37,46.548853,15.645591,1710728040000.0
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-18T02:16:37,46.543986,15.629317,1710728051000.0
6,14,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-18T02:16:37,46.545947,15.644015,1710728107000.0
3,17,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-18T02:16:37,46.554741,15.659814,1710727619000.0
2,18,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-18T02:16:37,46.565603,15.623133,1710728059000.0
20,0,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-18T02:16:37,46.56056,15.652935,1710727986000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-18T03:11:30,46.54199,15.63831,1710731114000.0
13,7,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-18T03:11:30,46.557328,15.646833,1710730853000.0
4,16,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-18T03:11:30,46.558519,15.649072,1710730852000.0
20,0,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-18T03:11:30,46.561555,15.65692,1710730851000.0
9,12,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-18T03:11:30,46.554703,15.652826,1710730852000.0
0,20,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-18T03:11:30,46.558498,15.64146,1710730851000.0
2,20,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-18T03:11:30,46.562695,15.62935,1710730854000.0
0,20,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-18T03:11:30,46.559319,15.63498,1710730852000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-18T03:11:30,46.560761,15.64053,1710730852000.0
12,8,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-18T03:11:30,46.550683,15.639333,1710730913000.0
3,17,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-18T03:11:30,46.558924,15.644443,1710730852000.0
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-18T03:11:30,46.549005,15.635014,1710730852000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-18T03:11:30,46.552652,15.646023,1710730851000.0
15,5,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-18T03:11:30,46.551963,15.651564,1710730852000.0
15,5,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-18T03:11:30,46.542655,15.634329,1710731138000.0
16,3,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-18T03:11:30,46.553109,15.624098,1710730851000.0
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-18T03:11:30,46.556731,15.64212,1710731400000.0
15,5,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-18T03:11:30,46.56196,15.650235,1710730850000.0
17,3,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-18T03:11:30,46.560227,15.650781,1710731343000.0
10,12,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-18T03:11:30,46.561422,15.637118,1710730853000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-18T03:11:30,46.56294,15.644185,1710730852000.0
19,1,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-18T03:11:30,46.558534,15.654739,1710730852000.0
18,2,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-18T03:11:30,46.548853,15.645591,1710730915000.0
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-18T03:11:30,46.543986,15.629317,1710731077000.0
5,15,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-18T03:11:30,46.545947,15.644015,1710731286000.0
3,17,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-18T03:11:30,46.554741,15.659814,1710731033000.0
2,18,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-18T03:11:30,46.565603,15.623133,1710730852000.0
20,0,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-18T03:11:30,46.56056,15.652935,1710730852000.0
13,7,20,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,24,2024-03-18T04:11:48,46.54199,15.63831,1710734747000.0
12,8,20,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,10,2024-03-18T04:11:48,46.557328,15.646833,1710735090000.0
4,16,20,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,9,2024-03-18T04:11:48,46.558519,15.649072,1710735089000.0
20,0,20,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,13,2024-03-18T04:11:48,46.561555,15.65692,1710735088000.0
9,12,21,EUROPARK - POBREŠKA C.,Pobreška cesta 18,20,2024-03-18T04:11:48,46.554703,15.652826,1710735088000.0
0,20,20,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,4,2024-03-18T04:11:48,46.558498,15.64146,1710735086000.0
2,20,22,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,1,2024-03-18T04:11:48,46.562695,15.62935,1710735092000.0
0,20,20,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,16,2024-03-18T04:11:48,46.559319,15.63498,1710735088000.0
18,2,20,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,3,2024-03-18T04:11:48,46.560761,15.64053,1710735090000.0
13,7,20,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,21,2024-03-18T04:11:48,46.550683,15.639333,1710734543000.0
3,17,20,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,6,2024-03-18T04:11:48,46.558924,15.644443,1710735089000.0
11,9,20,DVORANA TABOR,Gorkega ulica 48,22,2024-03-18T04:11:48,46.549005,15.635014,1710735089000.0
16,4,20,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,14,2024-03-18T04:11:48,46.552652,15.646023,1710735088000.0
15,5,20,LIDL - TITOVA C.,Titova cesta 15,19,2024-03-18T04:11:48,46.551963,15.651564,1710735089000.0
15,5,20,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,25,2024-03-18T04:11:48,46.542655,15.634329,1710734770000.0
16,3,20,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,17,2024-03-18T04:11:48,46.553109,15.624098,1710735086000.0
0,20,20,UM FGPA - LENT - SODNI STOLP,Pristan 6,28,2024-03-18T04:11:48,46.556731,15.64212,1710735031000.0
14,6,20,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,8,2024-03-18T04:11:48,46.56196,15.650235,1710735086000.0
18,2,20,PARTIZANSKA C. - TIC,Partizanska cesta 6a,7,2024-03-18T04:11:48,46.560227,15.650781,1710734975000.0
10,12,22,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,2,2024-03-18T04:11:48,46.561422,15.637118,1710735090000.0
12,4,16,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,5,2024-03-18T04:11:48,46.56294,15.644185,1710735092000.0
19,1,20,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,12,2024-03-18T04:11:48,46.558534,15.654739,1710735089000.0
17,3,20,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,15,2024-03-18T04:11:48,46.548853,15.645591,1710734547000.0
12,8,20,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,26,2024-03-18T04:11:48,46.543986,15.629317,1710734923000.0
5,15,20,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,23,2024-03-18T04:11:48,46.545947,15.644015,1710734611000.0
3,17,20,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,27,2024-03-18T04:11:48,46.554741,15.659814,1710734665000.0
2,18,20,LIDL - KOROŠKA C.,Koroška cesta 173,18,2024-03-18T04:11:48,46.565603,15.623133,1710735089000.0
20,0,20,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,11,2024-03-18T04:11:48,46.56056,15.652935,1710735088000.0
